TRACK_ID,ARTIST_ID,ALBUM_ID,PATH,DURATION,TAGS,GENRE,BATCH
track_0003110,artist_000290,album_000484,10/3110.mp3,361.5,"['alternative', 'electronic', 'experimental']",alternative,10
track_0003111,artist_000290,album_000484,11/3111.mp3,373.5,"['alternative', 'electronic', 'experimental']",alternative,11
track_0003112,artist_000286,album_000485,12/3112.mp3,341.0,"['electronic', 'minimal']",electronic,12
track_0003407,artist_000305,album_000531,07/3407.mp3,292.5,"['instrumentalpop', 'pop']",instrumentalpop,7
track_0003409,artist_000305,album_000531,09/3409.mp3,295.3,"['instrumentalpop', 'pop']",instrumentalpop,9
track_0003516,artist_000530,album_000552,16/3516.mp3,228.5,"['electronic', 'minimal', 'techno']",electronic,16
track_0003517,artist_000530,album_000552,17/3517.mp3,289.3,"['electronic', 'minimal', 'techno']",electronic,17
track_0003518,artist_000530,album_000552,18/3518.mp3,269.1,"['electronic', 'house', 'minimal', 'techno']",electronic,18
track_0003900,artist_000508,album_000612,00/3900.mp3,264.4,['electronic'],electronic,0
track_0003901,artist_000508,album_000612,01/3901.mp3,227.4,['electronic'],electronic,1
track_0003902,artist_000508,album_000612,02/3902.mp3,119.4,"['alternative', 'electronic', 'experimental']",alternative,2
track_0003903,artist_000508,album_000612,03/3903.mp3,192.2,"['electronic', 'triphop']",electronic,3
track_0003904,artist_000508,album_000612,04/3904.mp3,255.7,['electronic'],electronic,4
track_0003905,artist_000508,album_000612,05/3905.mp3,236.3,"['electronic', 'triphop']",electronic,5
track_0003906,artist_000508,album_000612,06/3906.mp3,259.6,['electronic'],electronic,6
track_0003907,artist_000508,album_000612,07/3907.mp3,253.2,['electronic'],electronic,7
track_0003908,artist_000508,album_000612,08/3908.mp3,135.2,"['electronic', 'hiphop']",electronic,8
track_0003909,artist_000508,album_000612,09/3909.mp3,194.8,['electronic'],electronic,9
track_0003910,artist_000508,album_000612,10/3910.mp3,181.7,"['electronic', 'triphop']",electronic,10
track_0003911,artist_000508,album_000612,11/3911.mp3,159.9,"['electronic', 'fusion', 'jazz']",electronic,11
track_0003912,artist_000508,album_000612,12/3912.mp3,350.0,['electronic'],electronic,12
track_0003913,artist_000508,album_000612,13/3913.mp3,237.9,"['alternative', 'electronic', 'experimental']",alternative,13
track_0003914,artist_000508,album_000612,14/3914.mp3,312.3,"['electronic', 'jazz']",electronic,14
track_0003915,artist_000508,album_000612,15/3915.mp3,213.7,['electronic'],electronic,15
track_0004400,artist_000644,album_000691,00/4400.mp3,183.5,"['alternative', 'electronic', 'experimental', 'postrock', 'rock']",alternative,0
track_0004401,artist_000644,album_000691,01/4401.mp3,265.8,"['alternative', 'electronic', 'experimental', 'postrock', 'rock']",alternative,1
track_0004402,artist_000644,album_000691,02/4402.mp3,487.7,"['alternative', 'electronic', 'experimental', 'postrock', 'rock']",alternative,2
track_0005700,artist_000797,album_000873,00/5700.mp3,160.2,['pop'],pop,0
track_0005701,artist_000797,album_000873,01/5701.mp3,182.8,['pop'],pop,1
track_0005806,artist_000486,album_000891,06/5806.mp3,241.9,['pop'],pop,6
track_0005807,artist_000486,album_000891,07/5807.mp3,243.8,['pop'],pop,7
track_0005809,artist_000486,album_000891,09/5809.mp3,217.7,['pop'],pop,9
track_0005810,artist_000486,album_000891,10/5810.mp3,184.9,['pop'],pop,10
track_0005811,artist_000486,album_000891,11/5811.mp3,172.5,['pop'],pop,11
track_0006007,artist_000795,album_000925,07/6007.mp3,368.9,"['pop', 'reggae']",pop,7
track_0006011,artist_000795,album_000925,11/6011.mp3,56.9,"['classical', 'contemporary']",classical,11
track_0006500,artist_000675,album_000993,00/6500.mp3,168.0,"['alternative', 'funk', 'fusion', 'indie', 'pop', 'rnb', 'rock']",alternative,0
track_0006606,artist_000787,album_001009,06/6606.mp3,224.9,"['dance', 'electronic', 'pop']",dance,6
track_0006607,artist_000787,album_001009,07/6607.mp3,251.5,"['dance', 'electronic', 'pop']",dance,7
track_0006608,artist_000787,album_001009,08/6608.mp3,274.3,"['dance', 'electronic', 'pop']",dance,8
track_0006609,artist_000787,album_001009,09/6609.mp3,239.3,"['dance', 'electronic', 'pop']",dance,9
track_0006610,artist_000787,album_001009,10/6610.mp3,234.3,"['dance', 'electronic', 'pop']",dance,10
track_0006611,artist_000787,album_001009,11/6611.mp3,322.2,"['dance', 'electronic', 'pop']",dance,11
track_0006615,artist_000876,album_001011,15/6615.mp3,306.4,"['club', 'dance', 'electronic', 'techno', 'trance']",club,15
track_0006616,artist_000876,album_001011,16/6616.mp3,271.4,"['club', 'dance', 'electronic', 'techno', 'trance']",club,16
track_0006617,artist_000876,album_001011,17/6617.mp3,232.0,"['club', 'dance', 'electronic', 'techno', 'trance']",club,17
track_0006618,artist_000876,album_001011,18/6618.mp3,330.7,"['club', 'dance', 'electronic', 'techno', 'trance']",club,18
track_0006700,artist_000224,album_001017,00/6700.mp3,296.1,"['alternative', 'electronic', 'experimental']",alternative,0
track_0006701,artist_000224,album_001017,01/6701.mp3,402.7,['electronic'],electronic,1
track_0006702,artist_000224,album_001017,02/6702.mp3,343.1,['electronic'],electronic,2
track_0006703,artist_000224,album_001017,03/6703.mp3,136.8,['electronic'],electronic,3
track_0007400,artist_001064,album_001115,00/7400.mp3,146.1,"['choir', 'downtempo', 'easylistening', 'electronic', 'orchestral', 'pop', 'soundtrack']",choir,0
track_0007408,artist_000285,album_001117,08/7408.mp3,611.1,"['alternative', 'electronic', 'experimental']",alternative,8
track_0009401,artist_000119,album_001412,01/9401.mp3,133.2,"['alternative', 'electronic', 'experimental']",alternative,1
track_0009506,artist_001428,album_001424,06/9506.mp3,127.5,"['alternative', 'darkwave', 'electronic', 'experimental', 'gothic', 'metal', 'newwave', 'pop', 'rock']",alternative,6
track_0009507,artist_001428,album_001424,07/9507.mp3,279.9,"['alternative', 'darkwave', 'electronic', 'experimental', 'gothic', 'metal', 'newwave', 'pop', 'rock']",alternative,7
track_0009511,artist_001428,album_001424,11/9511.mp3,293.4,"['alternative', 'darkwave', 'electronic', 'experimental', 'gothic', 'metal', 'newwave', 'pop', 'rock']",alternative,11
track_0009517,artist_001428,album_001424,17/9517.mp3,294.8,"['alternative', 'darkwave', 'electronic', 'experimental', 'gothic', 'metal', 'newwave', 'pop', 'rock']",alternative,17
track_0009600,artist_000209,album_001434,00/9600.mp3,95.9,['classical'],classical,0
track_0010805,artist_001593,album_001591,05/10805.mp3,315.0,['electronic'],electronic,5
track_0010808,artist_001593,album_001591,08/10808.mp3,240.0,['electronic'],electronic,8
track_0010810,artist_001593,album_001591,10/10810.mp3,72.0,['electronic'],electronic,10
track_0010811,artist_001593,album_001591,11/10811.mp3,256.0,['electronic'],electronic,11
track_0011001,artist_001619,album_001628,01/11001.mp3,417.6,"['alternative', 'electronic', 'experimental', 'progressive', 'techno']",alternative,1
track_0011005,artist_001619,album_001628,05/11005.mp3,349.8,"['electronic', 'progressive', 'techno']",electronic,5
track_0011006,artist_001619,album_001628,06/11006.mp3,361.7,"['electronic', 'progressive', 'techno']",electronic,6
track_0011007,artist_001619,album_001628,07/11007.mp3,230.1,"['electronic', 'progressive', 'techno', 'triphop']",electronic,7
track_0011314,artist_001659,album_001675,14/11314.mp3,277.5,['electronic'],electronic,14
track_0011700,artist_001759,album_001734,00/11700.mp3,156.0,"['ambient', 'electronic']",ambient,0
track_0011703,artist_001759,album_001734,03/11703.mp3,267.7,"['dance', 'electronic']",dance,3
track_0011708,artist_001759,album_001734,08/11708.mp3,265.5,"['drumnbass', 'electronic', 'pop']",drumnbass,8
track_0011903,artist_000951,album_001757,03/11903.mp3,283.3,['electronic'],electronic,3
track_0011904,artist_000951,album_001757,04/11904.mp3,304.0,['electronic'],electronic,4
track_0012112,artist_001659,album_001783,12/12112.mp3,120.8,['electronic'],electronic,12
track_0012113,artist_001659,album_001783,13/12113.mp3,171.3,['electronic'],electronic,13
track_0012301,artist_001858,album_001820,01/12301.mp3,336.0,"['blues', 'bluesrock']",blues,1
track_0012302,artist_001858,album_001820,02/12302.mp3,280.0,"['blues', 'bluesrock']",blues,2
track_0012303,artist_001858,album_001820,03/12303.mp3,331.9,"['blues', 'bluesrock']",blues,3
track_0012304,artist_001858,album_001820,04/12304.mp3,306.7,['blues'],blues,4
track_0012305,artist_001858,album_001820,05/12305.mp3,251.8,"['blues', 'bluesrock']",blues,5
track_0012410,artist_001877,album_001832,10/12410.mp3,164.8,"['dance', 'electronic', 'house', 'techno']",dance,10
track_0012411,artist_001877,album_001832,11/12411.mp3,135.2,"['dance', 'electronic', 'house', 'techno']",dance,11
track_0012412,artist_001877,album_001832,12/12412.mp3,121.7,"['dance', 'electronic', 'house', 'techno']",dance,12
track_0012413,artist_001877,album_001832,13/12413.mp3,124.0,"['dance', 'electronic', 'house', 'techno']",dance,13
track_0012414,artist_001877,album_001832,14/12414.mp3,133.0,"['dance', 'electronic', 'house', 'techno']",dance,14
track_0013014,artist_001935,album_001898,14/13014.mp3,261.9,"['pop', 'rock']",pop,14
track_0013015,artist_001935,album_001898,15/13015.mp3,190.2,['pop'],pop,15
track_0013016,artist_001935,album_001898,16/13016.mp3,226.4,['pop'],pop,16
track_0013400,artist_001968,album_001938,00/13400.mp3,204.9,['folk'],folk,0
track_0013908,artist_002034,album_001990,08/13908.mp3,286.4,"['dance', 'electronic', 'trance']",dance,8
track_0013909,artist_002034,album_001990,09/13909.mp3,245.2,"['dance', 'electronic', 'trance']",dance,9
track_0013910,artist_002034,album_001990,10/13910.mp3,288.0,"['dance', 'electronic', 'trance']",dance,10
track_0013911,artist_002034,album_001990,11/13911.mp3,248.3,"['dance', 'electronic', 'trance']",dance,11
track_0013912,artist_002034,album_001990,12/13912.mp3,257.2,"['dance', 'electronic', 'trance']",dance,12
track_0013913,artist_002034,album_001990,13/13913.mp3,227.8,"['dance', 'electronic', 'trance']",dance,13
track_0013914,artist_002034,album_001990,14/13914.mp3,378.6,"['dance', 'electronic', 'trance']",dance,14
track_0013915,artist_002034,album_001990,15/13915.mp3,292.1,"['dance', 'electronic', 'trance']",dance,15
track_0013916,artist_002034,album_001990,16/13916.mp3,305.3,"['dance', 'electronic', 'trance']",dance,16
track_0013917,artist_002034,album_001990,17/13917.mp3,419.1,"['dance', 'electronic', 'trance']",dance,17
track_0014013,artist_002054,album_002007,13/14013.mp3,263.7,['classical'],classical,13
track_0014014,artist_002054,album_002007,14/14014.mp3,221.4,['classical'],classical,14
track_0014015,artist_002054,album_002007,15/14015.mp3,162.5,['classical'],classical,15
track_0014016,artist_002054,album_002007,16/14016.mp3,245.7,['classical'],classical,16
track_0014017,artist_002054,album_002007,17/14017.mp3,207.4,['classical'],classical,17
track_0014018,artist_002054,album_002007,18/14018.mp3,155.8,['classical'],classical,18
track_0014508,artist_002089,album_002070,08/14508.mp3,212.4,['pop'],pop,8
track_0015115,artist_001512,album_002154,15/15115.mp3,198.6,['electronic'],electronic,15
track_0015116,artist_001512,album_002154,16/15116.mp3,226.8,['electronic'],electronic,16
track_0015117,artist_001512,album_002154,17/15117.mp3,252.9,['electronic'],electronic,17
track_0015118,artist_001512,album_002154,18/15118.mp3,300.9,['electronic'],electronic,18
track_0016407,artist_002350,album_002336,07/16407.mp3,355.1,"['acidjazz', 'electronic', 'jazz']",acidjazz,7
track_0016408,artist_002350,album_002336,08/16408.mp3,407.0,"['acidjazz', 'electronic', 'jazz']",acidjazz,8
track_0016409,artist_002350,album_002336,09/16409.mp3,157.4,"['acidjazz', 'electronic', 'jazz']",acidjazz,9
track_0016410,artist_002350,album_002336,10/16410.mp3,552.3,"['acidjazz', 'electronic', 'jazz']",acidjazz,10
track_0016411,artist_002350,album_002336,11/16411.mp3,605.2,"['acidjazz', 'electronic', 'jazz']",acidjazz,11
track_0018012,artist_000777,album_002541,12/18012.mp3,373.1,['electronic'],electronic,12
track_0018013,artist_000777,album_002541,13/18013.mp3,373.1,['electronic'],electronic,13
track_0018402,artist_002763,album_002594,02/18402.mp3,293.2,['electronic'],electronic,2
track_0018500,artist_002773,album_002609,00/18500.mp3,476.7,['electronic'],electronic,0
track_0018501,artist_002773,album_002609,01/18501.mp3,483.6,['electronic'],electronic,1
track_0018502,artist_002773,album_002609,02/18502.mp3,454.6,['electronic'],electronic,2
track_0018503,artist_002773,album_002609,03/18503.mp3,528.8,['electronic'],electronic,3
track_0018504,artist_002773,album_002609,04/18504.mp3,374.4,['electronic'],electronic,4
track_0018505,artist_002773,album_002609,05/18505.mp3,453.6,['electronic'],electronic,5
track_0018506,artist_002773,album_002609,06/18506.mp3,464.9,['electronic'],electronic,6
track_0019115,artist_002838,album_002689,15/19115.mp3,364.7,"['electronic', 'jazz']",electronic,15
track_0019116,artist_002838,album_002689,16/19116.mp3,273.6,"['electronic', 'jazz']",electronic,16
track_0019200,artist_002831,album_002700,00/19200.mp3,186.6,"['ambient', 'instrumentalpop', 'jazzfunk', 'pop', 'rock']",ambient,0
track_0019201,artist_002831,album_002700,01/19201.mp3,259.7,"['ambient', 'instrumentalpop', 'jazzfunk', 'pop', 'rock']",ambient,1
track_0019202,artist_002831,album_002700,02/19202.mp3,310.9,"['ambient', 'instrumentalpop', 'jazzfunk', 'pop', 'rock']",ambient,2
track_0019203,artist_002831,album_002700,03/19203.mp3,254.8,"['ambient', 'easylistening', 'instrumentalpop', 'jazzfunk', 'pop', 'rock']",ambient,3
track_0019204,artist_002831,album_002700,04/19204.mp3,281.1,"['ambient', 'instrumentalpop', 'jazzfunk', 'pop', 'rock', 'triphop']",ambient,4
track_0019205,artist_002831,album_002700,05/19205.mp3,273.3,"['ambient', 'instrumentalpop', 'jazzfunk', 'pop', 'rock']",ambient,5
track_0020515,artist_001593,album_002878,15/20515.mp3,501.0,['electronic'],electronic,15
track_0020805,artist_001798,album_002916,05/20805.mp3,323.2,"['alternative', 'electronic', 'experimental']",alternative,5
track_0021502,artist_003177,album_003005,02/21502.mp3,105.9,"['blues', 'jazz']",blues,2
track_0022101,artist_000587,album_003080,01/22101.mp3,187.1,"['ambient', 'electronic', 'lounge', 'techno']",ambient,1
track_0022108,artist_001662,album_003082,08/22108.mp3,232.6,"['club', 'electronic', 'experimental', 'house']",club,8
track_0022109,artist_001662,album_003082,09/22109.mp3,292.6,"['ambient', 'electronic', 'experimental']",ambient,9
track_0022606,artist_003100,album_003137,06/22606.mp3,277.4,['electronic'],electronic,6
track_0022607,artist_003100,album_003137,07/22607.mp3,293.4,['electronic'],electronic,7
track_0022608,artist_003100,album_003137,08/22608.mp3,309.5,['electronic'],electronic,8
track_0022609,artist_003100,album_003137,09/22609.mp3,245.5,['electronic'],electronic,9
track_0022610,artist_003100,album_003137,10/22610.mp3,325.3,['electronic'],electronic,10
track_0022803,artist_001759,album_003164,03/22803.mp3,245.2,"['electronic', 'pop']",electronic,3
track_0022804,artist_001759,album_003164,04/22804.mp3,221.5,"['electronic', 'pop']",electronic,4
track_0022805,artist_001759,album_003164,05/22805.mp3,225.4,"['drumnbass', 'electronic']",drumnbass,5
track_0022807,artist_001759,album_003164,07/22807.mp3,278.1,"['electronic', 'pop']",electronic,7
track_0023002,artist_002189,album_003186,02/23002.mp3,346.7,"['dance', 'electronic']",dance,2
track_0023003,artist_002189,album_003186,03/23003.mp3,215.1,['electronic'],electronic,3
track_0023004,artist_002189,album_003186,04/23004.mp3,215.5,['electronic'],electronic,4
track_0023005,artist_002189,album_003186,05/23005.mp3,260.7,['electronic'],electronic,5
track_0023006,artist_002189,album_003186,06/23006.mp3,483.5,"['electronic', 'trance']",electronic,6
track_0023007,artist_002189,album_003186,07/23007.mp3,263.0,['electronic'],electronic,7
track_0023008,artist_002189,album_003186,08/23008.mp3,161.9,['electronic'],electronic,8
track_0023009,artist_002189,album_003186,09/23009.mp3,222.3,['electronic'],electronic,9
track_0023010,artist_002189,album_003186,10/23010.mp3,329.8,['electronic'],electronic,10
track_0024017,artist_003581,album_003316,17/24017.mp3,268.4,"['dance', 'electronic', 'eurodance']",dance,17
track_0024018,artist_003581,album_003316,18/24018.mp3,304.6,"['electronic', 'trance']",electronic,18
track_0024112,artist_002656,album_003327,12/24112.mp3,273.8,"['electronic', 'pop']",electronic,12
track_0024113,artist_002656,album_003327,13/24113.mp3,327.0,"['electronic', 'pop']",electronic,13
track_0024114,artist_002656,album_003327,14/24114.mp3,215.9,"['electronic', 'pop']",electronic,14
track_0024116,artist_002656,album_003327,16/24116.mp3,490.6,"['electronic', 'pop']",electronic,16
track_0024117,artist_002656,album_003327,17/24117.mp3,395.8,"['electronic', 'pop']",electronic,17
track_0024118,artist_002656,album_003327,18/24118.mp3,246.7,"['electronic', 'pop']",electronic,18
track_0024318,artist_002534,album_003352,18/24318.mp3,73.3,"['electronic', 'soundtrack']",electronic,18
track_0025000,artist_000332,album_003451,00/25000.mp3,512.1,"['alternative', 'ambient', 'experimental']",alternative,0
track_0025001,artist_000332,album_003451,01/25001.mp3,396.0,"['alternative', 'ambient', 'experimental']",alternative,1
track_0025002,artist_000332,album_003451,02/25002.mp3,272.2,"['ambient', 'electronic']",ambient,2
track_0025003,artist_000332,album_003451,03/25003.mp3,858.7,"['alternative', 'ambient', 'experimental']",alternative,3
track_0025217,artist_003786,album_003476,17/25217.mp3,124.9,"['classical', 'easylistening']",classical,17
track_0025218,artist_003786,album_003476,18/25218.mp3,189.5,"['classical', 'soundtrack']",classical,18
track_0025400,artist_001451,album_003492,00/25400.mp3,188.6,"['electronic', 'hardrock', 'metal', 'pop', 'progressive', 'rock']",electronic,0
track_0025401,artist_001451,album_003492,01/25401.mp3,331.7,"['electronic', 'hardrock', 'metal', 'pop', 'progressive', 'rock']",electronic,1
track_0025402,artist_001451,album_003492,02/25402.mp3,225.1,"['electronic', 'hardrock', 'metal', 'pop', 'progressive', 'rock']",electronic,2
track_0025706,artist_002020,album_003529,06/25706.mp3,221.3,"['jazz', 'triphop']",jazz,6
track_0025814,artist_003769,album_003542,14/25814.mp3,311.7,['electronic'],electronic,14
track_0026112,artist_003769,album_003580,12/26112.mp3,257.1,['electronic'],electronic,12
track_0026113,artist_003769,album_003580,13/26113.mp3,97.1,['electronic'],electronic,13
track_0026114,artist_003769,album_003580,14/26114.mp3,157.1,['electronic'],electronic,14
track_0026115,artist_003769,album_003580,15/26115.mp3,177.1,['electronic'],electronic,15
track_0026116,artist_003769,album_003580,16/26116.mp3,167.1,['electronic'],electronic,16
track_0026117,artist_003769,album_003580,17/26117.mp3,97.1,['electronic'],electronic,17
track_0026118,artist_003769,album_003580,18/26118.mp3,112.1,['electronic'],electronic,18
track_0028102,artist_004115,album_003743,02/28102.mp3,330.1,"['dub', 'electronic', 'reggae']",dub,2
track_0028104,artist_004115,album_003743,04/28104.mp3,321.5,"['dub', 'electronic', 'reggae']",dub,4
track_0028110,artist_004115,album_003743,10/28110.mp3,346.0,"['dub', 'electronic', 'reggae']",dub,10
track_0029915,artist_004180,album_003772,15/29915.mp3,1246.1,"['ambient', 'atmospheric', 'electronic']",ambient,15
track_0031211,artist_004347,album_003910,11/31211.mp3,373.8,"['electronic', 'trance']",electronic,11
track_0031212,artist_004347,album_003910,12/31212.mp3,177.0,"['ambient', 'chillout', 'electronic', 'trance']",ambient,12
track_0031213,artist_004347,album_003910,13/31213.mp3,380.6,"['electronic', 'trance']",electronic,13
track_0031215,artist_004347,album_003910,15/31215.mp3,475.2,"['electronic', 'trance']",electronic,15
track_0031500,artist_004413,album_003938,00/31500.mp3,109.7,"['pop', 'rock']",pop,0
track_0031501,artist_004413,album_003938,01/31501.mp3,104.0,['pop'],pop,1
track_0031502,artist_004413,album_003938,02/31502.mp3,140.3,"['pop', 'world']",pop,2
track_0031503,artist_004413,album_003938,03/31503.mp3,104.6,"['pop', 'rock']",pop,3
track_0031504,artist_004413,album_003938,04/31504.mp3,136.6,['pop'],pop,4
track_0031505,artist_004413,album_003938,05/31505.mp3,107.5,['pop'],pop,5
track_0031506,artist_004413,album_003938,06/31506.mp3,94.9,"['pop', 'rock']",pop,6
track_0031507,artist_004413,album_003938,07/31507.mp3,109.1,"['pop', 'world']",pop,7
track_0031508,artist_004413,album_003938,08/31508.mp3,99.5,['pop'],pop,8
track_0031509,artist_004413,album_003938,09/31509.mp3,180.0,"['instrumentalpop', 'pop']",instrumentalpop,9
track_0031510,artist_004413,album_003938,10/31510.mp3,146.1,"['pop', 'popfolk']",pop,10
track_0031511,artist_004413,album_003938,11/31511.mp3,123.2,['pop'],pop,11
track_0031512,artist_004413,album_003938,12/31512.mp3,170.9,"['pop', 'popfolk']",pop,12
track_0031513,artist_004413,album_003938,13/31513.mp3,201.3,"['pop', 'popfolk']",pop,13
track_0031514,artist_004413,album_003938,14/31514.mp3,172.9,"['pop', 'popfolk']",pop,14
track_0031517,artist_001467,album_003940,17/31517.mp3,184.9,"['alternative', 'funk', 'rock']",alternative,17
track_0031800,artist_001428,album_003973,00/31800.mp3,218.7,"['alternative', 'darkwave', 'electronic', 'experimental', 'gothic', 'industrial', 'newwave', 'progressive', 'rock']",alternative,0
track_0031801,artist_001428,album_003973,01/31801.mp3,332.4,"['alternative', 'darkwave', 'electronic', 'experimental', 'gothic', 'industrial', 'newwave', 'progressive', 'rock']",alternative,1
track_0032202,artist_004497,album_004011,02/32202.mp3,211.3,"['pop', 'popfolk']",pop,2
track_0032205,artist_004497,album_004011,05/32205.mp3,174.5,"['alternative', 'indie', 'instrumentalrock']",alternative,5
track_0032208,artist_004497,album_004011,08/32208.mp3,154.3,"['alternative', 'indie', 'pop']",alternative,8
track_0032209,artist_004497,album_004011,09/32209.mp3,210.0,"['alternative', 'indie', 'popfolk']",alternative,9
track_0032210,artist_004497,album_004011,10/32210.mp3,113.1,"['folk', 'instrumentalpop']",folk,10
track_0032305,artist_004505,album_004021,05/32305.mp3,214.0,"['electronic', 'pop', 'triphop']",electronic,5
track_0032311,artist_004505,album_004021,11/32311.mp3,238.6,"['electronic', 'instrumentalrock', 'triphop', 'world']",electronic,11
track_0032317,artist_004505,album_004021,17/32317.mp3,257.5,"['electronic', 'pop', 'triphop']",electronic,17
track_0032618,artist_000533,album_004049,18/32618.mp3,209.0,"['electronic', 'synthpop']",electronic,18
track_0033209,artist_004641,album_004105,09/33209.mp3,216.7,['electronic'],electronic,9
track_0033501,artist_003737,album_004134,01/33501.mp3,257.0,"['instrumentalpop', 'pop']",instrumentalpop,1
track_0034402,artist_003370,album_004219,02/34402.mp3,132.4,"['ambient', 'classical', 'contemporary', 'electronic', 'psychedelic']",ambient,2
track_0034403,artist_003370,album_004219,03/34403.mp3,256.0,"['ambient', 'classical', 'easylistening', 'electronic', 'lounge', 'psychedelic']",ambient,3
track_0034404,artist_003370,album_004219,04/34404.mp3,292.0,"['ambient', 'classical', 'easylistening', 'electronic', 'lounge', 'psychedelic']",ambient,4
track_0034405,artist_003370,album_004219,05/34405.mp3,204.0,"['ambient', 'classical', 'easylistening', 'electronic', 'lounge', 'psychedelic']",ambient,5
track_0034406,artist_003370,album_004219,06/34406.mp3,192.0,"['ambient', 'easylistening', 'electronic', 'lounge', 'psychedelic']",ambient,6
track_0034407,artist_003370,album_004219,07/34407.mp3,161.4,"['ambient', 'classical', 'easylistening', 'electronic', 'lounge', 'psychedelic']",ambient,7
track_0034408,artist_003370,album_004219,08/34408.mp3,253.8,"['ambient', 'classical', 'easylistening', 'electronic', 'lounge', 'psychedelic']",ambient,8
track_0034409,artist_003370,album_004219,09/34409.mp3,208.0,"['ambient', 'classical', 'easylistening', 'electronic', 'lounge', 'psychedelic']",ambient,9
track_0034410,artist_003370,album_004219,10/34410.mp3,124.0,"['ambient', 'classical', 'easylistening', 'electronic', 'lounge', 'psychedelic']",ambient,10
track_0034411,artist_003370,album_004219,11/34411.mp3,116.0,"['ambient', 'classical', 'easylistening', 'electronic', 'lounge', 'psychedelic']",ambient,11
track_0034412,artist_003370,album_004219,12/34412.mp3,170.0,"['ambient', 'classical', 'electronic', 'psychedelic']",ambient,12
track_0034413,artist_003370,album_004219,13/34413.mp3,149.1,"['ambient', 'classical', 'electronic', 'orchestral', 'psychedelic']",ambient,13
track_0034517,artist_002449,album_004230,17/34517.mp3,213.3,"['jazz', 'jazzfusion']",jazz,17
track_0034518,artist_002449,album_004230,18/34518.mp3,304.7,"['jazz', 'jazzfusion']",jazz,18
track_0034806,artist_004851,album_004258,06/34806.mp3,233.1,['pop'],pop,6
track_0034807,artist_004851,album_004258,07/34807.mp3,234.8,['pop'],pop,7
track_0034811,artist_004851,album_004258,11/34811.mp3,228.0,"['pop', 'popfolk']",pop,11
track_0034816,artist_004851,album_004258,16/34816.mp3,232.0,"['alternative', 'indie', 'pop']",alternative,16
track_0034817,artist_004851,album_004258,17/34817.mp3,154.5,"['alternative', 'indie', 'pop']",alternative,17
track_0035105,artist_004820,album_004279,05/35105.mp3,480.1,"['dance', 'easylistening', 'electronic', 'lounge']",dance,5
track_0035106,artist_004820,album_004279,06/35106.mp3,432.1,"['electronic', 'tribal']",electronic,6
track_0035108,artist_004820,album_004279,08/35108.mp3,384.1,"['electronic', 'tribal']",electronic,8
track_0035109,artist_004820,album_004279,09/35109.mp3,448.1,['electronic'],electronic,9
